Unit Model,Project,Unit Type,Unit Numbers,Num Bedrooms,Num Bathrooms,Interior Square Ft,Exterior Square Ft,Price,AVG PSF,Floor Plan,Facing Direction,Exterior Type
The Oswald,The Winslow Condos,Suite,,3.5 Bed,3.5 Bath,2364 sq.ft,,"$3,660,000",,,North East,
The Sutherland,The Winslow Condos,Suite,,2.5 Bed,3 Bath,2674 sq.ft,,"$6,645,000",,,South East,
The Pinedale,The Winslow Condos,Suite,,2 Bed,2.5 Bath,1161 sq.ft,,,,,South,
The Ramsey,The Winslow Condos,Suite,,2 Bed,2 Bath,1231 sq.ft,,,,,North,
The Glengarry,The Winslow Condos,Suite,,2 Bed,2.5 Bath,1240 sq.ft,,,,,North,
The Preston,The Winslow Condos,Suite,,2 Bed,2.5 Bath,1246 sq.ft,,,,,NorthWest,
The Elwood,The Winslow Condos,Suite,,2 Bed,2 Bath,1462 sq.ft,,,,,North,
The Ronan,The Winslow Condos,Suite,,2.5 Bed,2.5 Bath,1537 sq.ft,,,,,SouthWest,
The Cardinal,The Winslow Condos,Suite,,2.5 Bed,2.5 Bath,1667 sq.ft,,,,,SouthEast,
The Montgomery (Townhome),The Winslow Condos,Suite,,2.5 Bed,2.5 Bath,2070 sq.ft,,,,,North,
The Melrose (Townhome),The Winslow Condos,Suite,,2.5 Bed,2.5 Bath,2223 sq.ft,,,,,North,
The Walder,The Winslow Condos,Suite,,2.5 Bed,2.5 Bath,2262 sq.ft,,,,,SouthWest,
The Rochester,The Winslow Condos,Suite,,2.5 Bed,2.5 Bath,2495 sq.ft,,,,,NorthEast,
The Sutherland,The Winslow Condos,Suite,,2.5 Bed,3 Bath,2677 sq.ft,,,,,SouthEast,
407,Akra Living Condos,Suite,,0 Bed,1 Bath,407 sq.ft,,"$694,900",,,West,
452,Akra Living Condos,Suite,,0 Bed,1 Bath,452 sq.ft,,"$749,900",,,West,
452,Akra Living Condos,Suite,,1 Bed,1 Bath,452 sq.ft,,"$749,900",,,West,
474,Akra Living Condos,Suite,,1 Bed,1 Bath,474 sq.ft,,"$799,900",,,West,
474,Akra Living Condos,Suite,,1 Bed,1 Bath,474 sq.ft,,"$799,900",,,West,
487,Akra Living Condos,Suite,,1 Bed,1 Bath,487 sq.ft,,"$819,900",,,West,
523,Akra Living Condos,Suite,,1 Bed,1 Bath,523 sq.ft,,"$866,900",,,East,
557,Akra Living Condos,Suite,,1.5 Bed,1 Bath,557 sq.ft,,"$909,900",,,East,
561,Akra Living Condos,Suite,,1.5 Bed,1 Bath,561 sq.ft,,"$919,900",,,East,
576,Akra Living Condos,Suite,,1.5 Bed,1 Bath,576 sq.ft,,"$929,900",,,East,
619,Akra Living Condos,Suite,,1.5 Bed,1 Bath,619 sq.ft,,"$974,900",,,South,
647,Akra Living Condos,Suite,,2 Bed,1 Bath,647 sq.ft,,"$1,054,900",,,North West,
647,Akra Living Condos,Suite,,1.5 Bed,1 Bath,647 sq.ft,,"$1,054,900",,,North West,
690,Akra Living Condos,Suite,,2 Bed,2 Bath,690 sq.ft,,"$1,129,900",,,South East,
946,Akra Living Condos,Suite,,3 Bed,2 Bath,946 sq.ft,,"$1,409,900",,,South East,
946,Akra Living Condos,Suite,,3 Bed,2 Bath,946 sq.ft,,"$1,409,900",,,South West,
1025,Akra Living Condos,Suite,,3 Bed,2 Bath,1025 sq.ft,,"$1,409,900",,,North East,
1168,Akra Living Condos,Suite,,3 Bed,2 Bath,1168 sq.ft,,"$1,489,900",,,NorthSouth,
1168,Akra Living Condos,Suite,,3 Bed,2 Bath,1168 sq.ft,,"$1,489,900",,,North West,
512,Akra Living Condos,Suite,,1 Bed,1 Bath,512 sq.ft,,,,,South,
690,Akra Living Condos,Suite,,2 Bed,2 Bath,690 sq.ft,,,,,South West,
846,Akra Living Condos,Suite,,2 Bed,2 Bath,846 sq.ft,,,,,North West,
882,Akra Living Condos,Suite,,2 Bed,2 Bath,882 sq.ft,,,,,South,
948,Akra Living Condos,Suite,,2 Bed,2 Bath,948 sq.ft,,,,,North West,
1055,Akra Living Condos,Suite,,2.5 Bed,2 Bath,1055 sq.ft,,,,,North West,
1165,Akra Living Condos,Suite,,3 Bed,2 Bath,1165 sq.ft,,,,,North East,
1383,Akra Living Condos,Suite,,3 Bed,2.5 Bath,1383 sq.ft,,,,,South West,
1480,Akra Living Condos,Suite,,3 Bed,2.5 Bath,1480 sq.ft,,,,,NorthSouthEast,
204,Monza Condos,Suite,,2 Bed,1 Bath,672 sq.ft,,"$950,000",,,North,
306,Monza Condos,Suite,,2 Bed,1.5 Bath,719 sq.ft,,"$1,010,000",,,South,
708,Monza Condos,Suite,,2 Bed,2 Bath,784 sq.ft,,"$1,150,000",,,North,
810,Monza Condos,Suite,,2 Bed,2 Bath,784 sq.ft,,"$1,160,000",,,North,
307,Monza Condos,Suite,,2.5 Bed,2 Bath,831 sq.ft,,"$1,185,000",,,South,
310,Monza Condos,Suite,,2.5 Bed,2 Bath,843 sq.ft,,"$1,187,000",,,South,
501,Monza Condos,Suite,,2.5 Bed,2 Bath,847 sq.ft,,"$1,210,000",,,North,
601,Monza Condos,Suite,,2.5 Bed,2 Bath,847 sq.ft,,"$1,207,000",,,North,
609,Monza Condos,Suite,,2 Bed,2 Bath,883 sq.ft,,"$1,262,000",,,North,
806,Monza Condos,Suite,,2 Bed,2 Bath,1086 sq.ft,,"$1,695,000",,,South,
802,Monza Condos,Suite,,1 Bed,1 Bath,454 sq.ft,,,,,North,
702,Monza Condos,Suite,,1 Bed,1 Bath,454 sq.ft,,,,,North,
706,Monza Condos,Suite,,1 Bed,1 Bath,465 sq.ft,,,,,South,
212,Monza Condos,Suite,,1 Bed,1 Bath,470 sq.ft,,,,,North,
312,Monza Condos,Suite,,1 Bed,1 Bath,470 sq.ft,,,,,North,
412,Monza Condos,Suite,,1 Bed,1 Bath,470 sq.ft,,,,,North,
503,Monza Condos,Suite,,1 Bed,1 Bath,476 sq.ft,,,,,North,
602,Monza Condos,Suite,,1 Bed,1 Bath,507 sq.ft,,,,,North,
502,Monza Condos,Suite,,1 Bed,1 Bath,507 sq.ft,,,,,North,
203,Monza Condos,Suite,,1 Bed,1 Bath,523 sq.ft,,,,,North,
403,Monza Condos,Suite,,1 Bed,1 Bath,523 sq.ft,,,,,North,
303,Monza Condos,Suite,,1 Bed,1 Bath,523 sq.ft,,,,,North,
313,Monza Condos,Suite,,1 Bed,1 Bath,555 sq.ft,,,,,North,
402,Monza Condos,Suite,,1 Bed,1 Bath,555 sq.ft,,,,,North,
413,Monza Condos,Suite,,1 Bed,1 Bath,555 sq.ft,,,,,North,
202,Monza Condos,Suite,,1 Bed,1 Bath,555 sq.ft,,,,,North,
213,Monza Condos,Suite,,1 Bed,1 Bath,555 sq.ft,,,,,North,
302,Monza Condos,Suite,,1 Bed,1 Bath,555 sq.ft,,,,,North,
404,Monza Condos,Suite,,1 Bed,1 Bath,560 sq.ft,,,,,North,
605,Monza Condos,Suite,,1 Bed,1 Bath,571 sq.ft,,,,,South,
406,Monza Condos,Suite,,1.5 Bed,1 Bath,578 sq.ft,,,,,South,
606,Monza Condos,Suite,,1 Bed,1 Bath,583 sq.ft,,,,,South,
607,Monza Condos,Suite,,1 Bed,1 Bath,583 sq.ft,,,,,South,
304,Monza Condos,Suite,,2 Bed,1 Bath,672 sq.ft,,,,,North,
704,Monza Condos,Suite,,1.5 Bed,1 Bath,688 sq.ft,,,,,South,
407,Monza Condos,Suite,,2 Bed,2 Bath,690 sq.ft,,,,,South,
506,Monza Condos,Suite,,2 Bed,2 Bath,690 sq.ft,,,,,South,
408,Monza Condos,Suite,,2 Bed,2 Bath,702 sq.ft,,,,,South,
507,Monza Condos,Suite,,2 Bed,2 Bath,702 sq.ft,,,,,South,
410,Monza Condos,Suite,,2 Bed,2 Bath,702 sq.ft,,,,,South,
408,Monza Condos,Suite,,2 Bed,2 Bath,702 sq.ft,,,,,South,
409,Monza Condos,Suite,,2 Bed,2 Bath,702 sq.ft,,,,,South,
504,Monza Condos,Suite,,2 Bed,2 Bath,705 sq.ft,,,,,North,
411,Monza Condos,Suite,,2 Bed,2 Bath,715 sq.ft,,,,,South,
206,Monza Condos,Suite,,2 Bed,1.5 Bath,719 sq.ft,,,,,South,
801,Monza Condos,Suite,,2 Bed,2 Bath,736 sq.ft,,,,,North,
803,Monza Condos,Suite,,2 Bed,2 Bath,740 sq.ft,,,,,North,
701,Monza Condos,Suite,,2 Bed,2 Bath,749 sq.ft,,,,,North,
405,Monza Condos,Suite,,2 Bed,2 Bath,754 sq.ft,,,,,South,
508,Monza Condos,Suite,,2.5 Bed,2.5 Bath,816 sq.ft,,,,,South,
703,Monza Condos,Suite,,2 Bed,2 Bath,831 sq.ft,,,,,North,
207,Monza Condos,Suite,,2.5 Bed,2 Bath,831 sq.ft,,,,,South,
208,Monza Condos,Suite,,2.5 Bed,2 Bath,843 sq.ft,,,,,South,
309,Monza Condos,Suite,,2.5 Bed,2 Bath,843 sq.ft,,,,,South,
210,Monza Condos,Suite,,2.5 Bed,2 Bath,843 sq.ft,,,,,South,
209,Monza Condos,Suite,,2.5 Bed,2 Bath,843 sq.ft,,,,,South,
308,Monza Condos,Suite,,2.5 Bed,2 Bath,843 sq.ft,,,,,South,
305,Monza Condos,Suite,,2 Bed,2 Bath,859 sq.ft,,,,,South,
211,Monza Condos,Suite,,2.5 Bed,2 Bath,860 sq.ft,,,,,South,
311,Monza Condos,Suite,,2.5 Bed,2 Bath,860 sq.ft,,,,,South,
205,Monza Condos,Suite,,2 Bed,2 Bath,865 sq.ft,,,,,South,
707,Monza Condos,Suite,,2 Bed,2 Bath,866 sq.ft,,,,,South,
510,Monza Condos,Suite,,2 Bed,2 Bath,881 sq.ft,,,,,North,
809,Monza Condos,Suite,,2 Bed,2 Bath,890 sq.ft,,,,,South,
603,Monza Condos,Suite,,2 Bed,2 Bath,905 sq.ft,,,,,North,
705,Monza Condos,Suite,,2.5 Bed,2.5 Bath,919 sq.ft,,,,,South,
401,Monza Condos,Suite,,2.5 Bed,2 Bath,942 sq.ft,,,,,North,
201,Monza Condos,Suite,,2.5 Bed,2 Bath,942 sq.ft,,,,,North,
301,Monza Condos,Suite,,2.5 Bed,2 Bath,942 sq.ft,,,,,North,
509,Monza Condos,Suite,,2.5 Bed,2 Bath,955 sq.ft,,,,,South,
604,Monza Condos,Suite,,2 Bed,2 Bath,993 sq.ft,,,,,South,
807,Monza Condos,Suite,,2 Bed,2.5 Bath,1041 sq.ft,,,,,South,
505,Monza Condos,Suite,,3 Bed,2 Bath,1059 sq.ft,,,,,South,
608,Monza Condos,Suite,,3 Bed,2 Bath,1084 sq.ft,,,,,South,
805,Monza Condos,Suite,,2.5 Bed,2 Bath,1138 sq.ft,,,,,South,
808,Monza Condos,Suite,,2.5 Bed,2 Bath,1148 sq.ft,,,,,South,
804,Monza Condos,Suite,,3 Bed,3 Bath,1599 sq.ft,,,,,South,
LPH-03 (Penthouse),Line 5 Condos,Suite,,0 Bed,1 Bath,347 sq.ft,,"$679,900",,,West,
T-03,Line 5 Condos,Suite,,0 Bed,1 Bath,353 sq.ft,,"$691,900",,,West,
LPH-03,Line 5 Condos,Suite,,0 Bed,1 Bath,353 sq.ft,,"$705,900",,,West,
T-04,Line 5 Condos,Suite,,1.5 Bed,1 Bath,476 sq.ft,,"$759,900",,,West,
T-07,Line 5 Condos,Suite,,1 Bed,1 Bath,482 sq.ft,,"$775,900",,,North,
T-01,Line 5 Condos,Suite,,1 Bed,1 Bath,493 sq.ft,,"$782,900",,,South,
T-01,Line 5 Condos,Suite,,1 Bed,1 Bath,493 sq.ft,,"$782,900",,,South,
T-08,Line 5 Condos,Suite,,1.5 Bed,1 Bath,514 sq.ft,,"$811,900",,,North,
T-05,Line 5 Condos,Suite,,1 Bed,1 Bath,516 sq.ft,,"$810,900",,,North West,
T-12,Line 5 Condos,Suite,,1 Bed,1 Bath,538 sq.ft,,"$857,900",,,South,
T-08,Line 5 Condos,Suite,,1.5 Bed,1 Bath,554 sq.ft,,"$863,900",,,North,
T-07,Line 5 Condos,Suite,,2 Bed,2 Bath,628 sq.ft,,"$975,900",,,North,
T-06,Line 5 Condos,Suite,,2 Bed,2 Bath,628 sq.ft,,"$975,900",,,North,
T-05,Line 5 Condos,Suite,,2 Bed,2 Bath,628 sq.ft,,"$973,900",,,North,
T-04,Line 5 Condos,Suite,,2 Bed,2 Bath,649 sq.ft,,"$1,001,900",,,North West,
T-09,Line 5 Condos,Suite,,2 Bed,2 Bath,652 sq.ft,,"$1,016,900",,,North East,
T-13A,Line 5 Condos,Suite,,2.5 Bed,2 Bath,653 sq.ft,,"$1,020,900",,,South,
T-13,Line 5 Condos,Suite,,2.5 Bed,2 Bath,653 sq.ft,,"$1,026,900",,,South,
UPH-05 (Penthouse),Line 5 Condos,Suite,,2.5 Bed,2 Bath,743 sq.ft,,"$1,344,900",,,South,
T-12,Line 5 Condos,Suite,,2.5 Bed,2 Bath,764 sq.ft,,"$1,181,900",,,South East,
T-02,Line 5 Condos,Suite,,2.5 Bed,2 Bath,770 sq.ft,,"$1,197,900",,,South West,
TH-02 (Townhome),Line 5 Condos,Suite,,2.5 Bed,3 Bath,1009 sq.ft,,"$1,664,900",,,North,
PH-03 (Upper Level),Line 5 Condos,Suite,,2.5 Bed,2.5 Bath,1656 sq.ft,,"$2,880,900",,,South West,
PH-02 (Penthouse),Line 5 Condos,Suite,,0 Bed,1 Bath,291 sq.ft,,,,,South,
PH-04 (Penthouse),Line 5 Condos,Suite,,0 Bed,1 Bath,334 sq.ft,,,,,West,
T-10,Line 5 Condos,Suite,,0 Bed,1 Bath,345 sq.ft,,,,,East,
T-10,Line 5 Condos,Suite,,0 Bed,1 Bath,345 sq.ft,,,,,East,
PH-10 (Penthouse),Line 5 Condos,Suite,,0 Bed,1 Bath,345 sq.ft,,,,,East,
LPH-10,Line 5 Condos,Suite,,0 Bed,1 Bath,345 sq.ft,,,,,East,
PH-03 (Penthouse),Line 5 Condos,Suite,,0 Bed,1 Bath,347 sq.ft,,,,,West,
LPH-03,Line 5 Condos,Suite,,0 Bed,1 Bath,347 sq.ft,,,,,West,
T-03,Line 5 Condos,Suite,,0 Bed,1 Bath,347 sq.ft,,,,,West,
UPH-01 (Penthouse),Line 5 Condos,Suite,,0 Bed,1 Bath,349 sq.ft,,,,,North,
UPH-03 (Penthouse),Line 5 Condos,Suite,,1 Bed,1 Bath,429 sq.ft,,,,,East,
PH-05 (Penthouse),Line 5 Condos,Suite,,1 Bed,1 Bath,431 sq.ft,,,,,West,
T-06,Line 5 Condos,Suite,,1 Bed,1 Bath,453 sq.ft,,,,,North,
T-13,Line 5 Condos,Suite,,1 Bed,1 Bath,472 sq.ft,,,,,South,
LPH-13,Line 5 Condos,Suite,,1 Bed,1 Bath,472 sq.ft,,,,,South,
PH-13 (Penthouse),Line 5 Condos,Suite,,1 Bed,1 Bath,472 sq.ft,,,,,South,
T-13,Line 5 Condos,Suite,,1 Bed,1 Bath,472 sq.ft,,,,,South,
T-11,Line 5 Condos,Suite,,1 Bed,1 Bath,475 sq.ft,,,,,East,
T-11,Line 5 Condos,Suite,,1 Bed,1 Bath,475 sq.ft,,,,,East,
T-10,Line 5 Condos,Suite,,1 Bed,1 Bath,479 sq.ft,,,,,East,
LPH-01,Line 5 Condos,Suite,,1 Bed,1 Bath,493 sq.ft,,,,,South,
PH-01 (Penthouse),Line 5 Condos,Suite,,1 Bed,1 Bath,493 sq.ft,,,,,South,
UPH-02 (Penthouse),Line 5 Condos,Suite,,1 Bed,1 Bath,503 sq.ft,,,,,NorthEast,
P-205,Line 5 Condos,Suite,,1 Bed,1 Bath,509 sq.ft,,,,,North,
P-204/206,Line 5 Condos,Suite,,1 Bed,1 Bath,524 sq.ft,,,,,North,
PH-01 (Penthouse),Line 5 Condos,Suite,,1.5 Bed,1 Bath,526 sq.ft,,,,,South,
LPH-12,Line 5 Condos,Suite,,1 Bed,1 Bath,538 sq.ft,,,,,South,
T-12,Line 5 Condos,Suite,,1 Bed,1 Bath,538 sq.ft,,,,,South,
PH-12 (Penthouse),Line 5 Condos,Suite,,1 Bed,1 Bath,538 sq.ft,,,,,South,
PH-08 (Penthouse),Line 5 Condos,Suite,,1.5 Bed,1 Bath,554 sq.ft,,,,,North,
T-08,Line 5 Condos,Suite,,1.5 Bed,1 Bath,554 sq.ft,,,,,North,
LPH-08,Line 5 Condos,Suite,,1.5 Bed,1 Bath,554 sq.ft,,,,,North,
P-704,Line 5 Condos,Suite,,1.5 Bed,1 Bath,554 sq.ft,,,,,North,
PH-06 (Penthouse),Line 5 Condos,Suite,,1.5 Bed,1 Bath,571 sq.ft,,,,,North West,
PH-08 (Penthouse),Line 5 Condos,Suite,,1.5 Bed,2 Bath,600 sq.ft,,,,,South,
T-06,Line 5 Condos,Suite,,2 Bed,2 Bath,628 sq.ft,,,,,North,
T-07,Line 5 Condos,Suite,,2 Bed,2 Bath,628 sq.ft,,,,,North,
T-05,Line 5 Condos,Suite,,2 Bed,2 Bath,628 sq.ft,,,,,North,
PH-06 (Penthouse),Line 5 Condos,Suite,,2 Bed,2 Bath,628 sq.ft,,,,,North,
PH-07 (Penthouse),Line 5 Condos,Suite,,2 Bed,2 Bath,628 sq.ft,,,,,North,
LPH-05,Line 5 Condos,Suite,,2 Bed,2 Bath,628 sq.ft,,,,,North,
LPH-06,Line 5 Condos,Suite,,2 Bed,2 Bath,628 sq.ft,,,,,North,
LPH-07,Line 5 Condos,Suite,,2 Bed,2 Bath,628 sq.ft,,,,,North,
PH-05 (Penthouse),Line 5 Condos,Suite,,2 Bed,2 Bath,628 sq.ft,,,,,North,
T-01A,Line 5 Condos,Suite,,2.5 Bed,2 Bath,640 sq.ft,,,,,South,
T-01,Line 5 Condos,Suite,,2.5 Bed,2 Bath,640 sq.ft,,,,,South,
T-09,Line 5 Condos,Suite,,2 Bed,2 Bath,649 sq.ft,,,,,North East,
T-04,Line 5 Condos,Suite,,2 Bed,2 Bath,649 sq.ft,,,,,North West,
PH-04 (Penthouse),Line 5 Condos,Suite,,2 Bed,2 Bath,649 sq.ft,,,,,North,
LPH-04,Line 5 Condos,Suite,,2 Bed,2 Bath,649 sq.ft,,,,,North West,
LPH-09,Line 5 Condos,Suite,,2 Bed,2 Bath,649 sq.ft,,,,,North East,
PH-09 (Penthouse),Line 5 Condos,Suite,,2 Bed,2 Bath,649 sq.ft,,,,,NorthEast,
T-09,Line 5 Condos,Suite,,2 Bed,2 Bath,649 sq.ft,,,,,North East,
PH-07 (Penthouse),Line 5 Condos,Suite,,2 Bed,2 Bath,686 sq.ft,,,,,North,
UPH-04,Line 5 Condos,Suite,,2 Bed,2 Bath,689 sq.ft,,,,,SouthEast,
P-223 / 224,Line 5 Condos,Suite,,2.5 Bed,2 Bath,705 sq.ft,,,,,West,
P-222/225,Line 5 Condos,Suite,,2.5 Bed,2 Bath,705 sq.ft,,,,,West,
P-317 / 320 / 339 / 342...,Line 5 Condos,Suite,,2.5 Bed,2 Bath,705 sq.ft,,,,,EastWest,
P-318 / 319 / 340 / 341...,Line 5 Condos,Suite,,2.5 Bed,2 Bath,705 sq.ft,,,,,EastWest,
T-11,Line 5 Condos,Suite,,2 Bed,2 Bath,741 sq.ft,,,,,South East,
PH-11 (Penthouse),Line 5 Condos,Suite,,2 Bed,2 Bath,741 sq.ft,,,,,SouthEast,
LPH-11,Line 5 Condos,Suite,,2 Bed,2 Bath,741 sq.ft,,,,,South East,
T-11,Line 5 Condos,Suite,,2 Bed,2 Bath,741 sq.ft,,,,,South East,
UPH-05 (Penthouse),Line 5 Condos,Suite,,2 Bed,2 Bath,743 sq.ft,,,,,South,
P-810 / 910,Line 5 Condos,Suite,,2 Bed,2 Bath,747 sq.ft,,,,,SouthEast,
PH-02 (Penthouse),Line 5 Condos,Suite,,2 Bed,2 Bath,770 sq.ft,,,,,SouthWest,
LPH-02,Line 5 Condos,Suite,,2.5 Bed,2 Bath,770 sq.ft,,,,,South West,
T-02,Line 5 Condos,Suite,,2.5 Bed,2 Bath,770 sq.ft,,,,,South West,
P-901,Line 5 Condos,Suite,,2.5 Bed,2 Bath,774 sq.ft,,,,,South West,
P-801,Line 5 Condos,Suite,,2 Bed,2 Bath,794 sq.ft,,,,,SouthWest,
P-705,Line 5 Condos,Suite,,6 Bed,2 Bath,807 sq.ft,,,,,North East,
P-316/416/516/616,Line 5 Condos,Suite,,2.5 Bed,2 Bath,812 sq.ft,,,,,South,
P-302 / 402 / 502 / 602,Line 5 Condos,Suite,,3 Bed,2 Bath,897 sq.ft,,,,,SouthWest,
P-202,Line 5 Condos,Suite,,3 Bed,2 Bath,899 sq.ft,,,,,South West,
T-02A,Line 5 Condos,Suite,,3 Bed,2 Bath,903 sq.ft,,,,,South West,
T-02,Line 5 Condos,Suite,,3 Bed,2 Bath,903 sq.ft,,,,,South West,
P-313/413/513/613,Line 5 Condos,Suite,,3 Bed,2 Bath,909 sq.ft,,,,,North East,
P-315/415/515/615,Line 5 Condos,Suite,,3.5 Bed,2 Bath,916 sq.ft,,,,,South East,
P-203,Line 5 Condos,Suite,,3 Bed,2 Bath,926 sq.ft,,,,,North West,
P-303 / 403 / 503 / 603,Line 5 Condos,Suite,,3 Bed,2 Bath,927 sq.ft,,,,,NorthWest,
TH-03 (Townhome),Line 5 Condos,Suite,,2.5 Bed,2.5 Bath,970 sq.ft,,,,,North,
TH-01 (Townhome),Line 5 Condos,Suite,,2.5 Bed,2.5 Bath,1018 sq.ft,,,,,North,
TH-04,Line 5 Condos,Suite,,3 Bed,2.5 Bath,1181 sq.ft,,,,,NorthEast,
PH-03 Upper Level (Pent...,Line 5 Condos,Suite,,2.5 Bed,2.5 Bath,1656 sq.ft,,,,,South West,
PH-03 Lower Level (Pent...,Line 5 Condos,Suite,,2.5 Bed,2.5 Bath,1656 sq.ft,,,,,South West,
1B+D 08/07,Galleria 02 Condos,Suite,,1.5 Bed,1 Bath,585 sq.ft,,"$799,900",,,North,
1B+D 04/03,Galleria 02 Condos,Suite,,1.5 Bed,1 Bath,590 sq.ft,,"$799,900",,,NorthWest,
1B+F 06/05,Galleria 02 Condos,Suite,,1.5 Bed,1 Bath,609 sq.ft,,"$811,900",,,North,
1B+F 07/06,Galleria 02 Condos,Suite,,1.5 Bed,1 Bath,609 sq.ft,,"$811,900",,,North,
3B 05,Galleria 02 Condos,Suite,,3 Bed,2 Bath,941 sq.ft,,"$1,179,900",,,North,
2B 04,Galleria 02 Condos,Suite,,2 Bed,2 Bath,949 sq.ft,,"$1,163,900",,,North West,
2B+F 09A,Galleria 02 Condos,Suite,,2.5 Bed,2 Bath,1018 sq.ft,,"$1,233,900",,,South,
3B+M 04,Galleria 02 Condos,Suite,,3 Bed,2 Bath,1166 sq.ft,,"$1,299,900",,,NorthWest,
3B+M 02,Galleria 02 Condos,Suite,,3.5 Bed,2 Bath,1500 sq.ft,,"$1,999,900",,,North,
Studio 05,Galleria 02 Condos,Suite,,0 Bed,1 Bath,427 sq.ft,,,,,North,
1B 07/10/09,Galleria 02 Condos,Suite,,1 Bed,1 Bath,449 sq.ft,,,,,East,
1B 07,Galleria 02 Condos,Suite,,1 Bed,1 Bath,515 sq.ft,,,,,East,
1B 02,Galleria 02 Condos,Suite,,1 Bed,1 Bath,525 sq.ft,,,,,South,
1B+D 05/04,Galleria 02 Condos,Suite,,1.5 Bed,1 Bath,526 sq.ft,,,,,North,
1B 01,Galleria 02 Condos,Suite,,1 Bed,1 Bath,534 sq.ft,,,,,South,
1B 06,Galleria 02 Condos,Suite,,1 Bed,1 Bath,588 sq.ft,,,,,East,
2B 09/08,Galleria 02 Condos,Suite,,2 Bed,1 Bath,630 sq.ft,,,,,NorthEast,
1B+F 02,Galleria 02 Condos,Suite,,1.5 Bed,1 Bath,642 sq.ft,,,,,South,
2B 09/12/11,Galleria 02 Condos,Suite,,2 Bed,2 Bath,653 sq.ft,,,,,South,
2B 03/02,Galleria 02 Condos,Suite,,2 Bed,2 Bath,719 sq.ft,,,,,SouthWest,
1B+F 05,Galleria 02 Condos,Suite,,1.5 Bed,2 Bath,721 sq.ft,,,,,North,
2B 06/03,Galleria 02 Condos,Suite,,2 Bed,2 Bath,732 sq.ft,,,,,East,
2B+M 08A,Galleria 02 Condos,Suite,,2.5 Bed,2 Bath,789 sq.ft,,,,,South East,
2B 03A,Galleria 02 Condos,Suite,,2 Bed,2 Bath,820 sq.ft,,,,,South West,
2B 01,Galleria 02 Condos,Suite,,2 Bed,2 Bath,821 sq.ft,,,,,South,
2B+M 01,Galleria 02 Condos,Suite,,2 Bed,2 Bath,832 sq.ft,,,,,South,
2B 08,Galleria 02 Condos,Suite,,2 Bed,2 Bath,837 sq.ft,,,,,SouthEast,
2B+M 08,Galleria 02 Condos,Suite,,2.5 Bed,2 Bath,855 sq.ft,,,,,South East,
2B 01A,Galleria 02 Condos,Suite,,2 Bed,2 Bath,857 sq.ft,,,,,South,
2B 06,Galleria 02 Condos,Suite,,2 Bed,2 Bath,861 sq.ft,,,,,East,
2B 02,Galleria 02 Condos,Suite,,2 Bed,2 Bath,886 sq.ft,,,,,South,
3B 08/11/10,Galleria 02 Condos,Suite,,3 Bed,2 Bath,893 sq.ft,,,,,SouthEast,
3B 10,Galleria 02 Condos,Suite,,3 Bed,2 Bath,893 sq.ft,,,,,SouthEast,
2B+F 09,Galleria 02 Condos,Suite,,2.5 Bed,2 Bath,918 sq.ft,,,,,South,
3B 01,Galleria 02 Condos,Suite,,3 Bed,2 Bath,1058 sq.ft,,,,,South,
3B 05A,Galleria 02 Condos,Suite,,3 Bed,2 Bath,1062 sq.ft,,,,,South East,
2B 01A,Galleria on the Park Condos,Suite,,2 Bed,2 Bath,703 sq.ft,,"$1,029,900",,,South,
2B 08/10/11,Galleria on the Park Condos,Suite,,2 Bed,1 Bath,734 sq.ft,,"$999,900",,,South,
2B 09,Galleria on the Park Condos,Suite,,2 Bed,2 Bath,753 sq.ft,,"$1,125,900",,,South East,
2B 01,Galleria on the Park Condos,Suite,,2 Bed,2 Bath,909 sq.ft,,"$1,121,900",,,South,
3B + D 09,Galleria on the Park Condos,Suite,,3.5 Bed,2 Bath,930 sq.ft,,"$1,239,900",,,SouthEast,
3B 04,Galleria on the Park Condos,Suite,,3 Bed,2 Bath,1015 sq.ft,,"$1,229,900",,,NorthWest,
3B 07/08,Galleria on the Park Condos,Suite,,3 Bed,2 Bath,1051 sq.ft,,"$1,219,900",,,South,
3B + D 09/10,Galleria on the Park Condos,Suite,,3.5 Bed,2 Bath,1108 sq.ft,,"$1,255,900",,,SouthEast,
1B 06/07,Galleria on the Park Condos,Suite,,1 Bed,1 Bath,488 sq.ft,,,,,North,
Studio 05,Galleria on the Park Condos,Suite,,0 Bed,1 Bath,493 sq.ft,,,,,North,
Studio 04/05,Galleria on the Park Condos,Suite,,0 Bed,1 Bath,493 sq.ft,,,,,North,
1B 08/07,Galleria on the Park Condos,Suite,,1 Bed,1 Bath,496 sq.ft,,,,,North,
1B 05,Galleria on the Park Condos,Suite,,1 Bed,1 Bath,503 sq.ft,,,,,North,
1B 06,Galleria on the Park Condos,Suite,,1 Bed,1 Bath,513 sq.ft,,,,,North,
1B 10,Galleria on the Park Condos,Suite,,1 Bed,1 Bath,529 sq.ft,,,,,South,
1B 02,Galleria on the Park Condos,Suite,,1 Bed,1 Bath,544 sq.ft,,,,,SouthWest,
1B 08,Galleria on the Park Condos,Suite,,1 Bed,1 Bath,549 sq.ft,,,,,North,
1B 03,Galleria on the Park Condos,Suite,,1 Bed,1 Bath,557 sq.ft,,,,,West,
1B + M 05,Galleria on the Park Condos,Suite,,1.5 Bed,1 Bath,571 sq.ft,,,,,North,
